name,,,text,,,
Cydney_Chase,,,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,,,
AirlineFuel,,,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",,,
OriginalTuna,,,@VirginAmerica any plans to start flying direct from DAL to LAS?,,,
ImThankfulRadio,,,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,,,
AnnaProsser,,,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",,,
HenryLucero,,,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,,,
daisy1016,,,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,,,
TGSOFL,,,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,,,
stephanieslome,,,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,,,
Alex_Ricardo,,,@VirginAmerica there is something wrong with you website in Safari iPhone,,,
djchuang,,,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,,,
miekd,,,@VirginAmerica Already checked in so the page expired :X,,,
insideout,,,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,,,
AirlineFuel,,,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,,,
fromtheleftseat,,,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,,,
AlyssaJenS,,,@VirginAmerica I see what you did there ;),,,
Kevin_E_Park,,,@VirginAmerica way to take advantage of #MayweatherPacquiao :),,,
FlexinFinessinB,,,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,,,
drsaadiaim,,,@VirginAmerica your inflight team makes the experience #amazing!,,,
MaverickGamersX,,,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,,
MsReeseGirl,,,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",,,
AirlineFuel,,,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,,,
CanPOREOTICS,,,@VirginAmerica fav airline,,,
MaverickGamersX,,,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),,,
LizaUtter,,,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,,,
crj_lll,,,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,,,
snellbell,,,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,,,
AcronymBex,,,@VirginAmerica Thank you!!,,,
SleeplessByte,,,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,,,
AcronymBex,,,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,,,
notthatnathan,,,@VirginAmerica I need you to follow back in order to DM.,,,
Sleubeau,,,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,,,
crj_lll,,,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,,,
Yorkshire_D,,,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,,,
SaraBabs,,,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,,,
AdamSinger,,,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),,,
crj_lll,,,@VirginAmerica what is your policy on flying after surgery?,,,
AirlineFuel,,,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,,,
notthatnathan,,,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",,,
polaroidmisha,,,@VirginAmerica would love to do more for virgin just like I do for @GoPro,,,
AirlineFuel,,,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,,,
NazarFakih,,,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",,,
JetBlueNews,,,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,,,
AirlineFuel,,,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,,
RobynMatza,,,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,,,
SocialMedia305,,,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,,,
sbaaronson,,,@VirginAmerica @madbee95 check the website before you go to the airport!,,,
miekd,,,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,,,
StevenMYoung,,,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,,,
thecompostcook,,,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,,,
snellbell,,,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",,,
chrisaguiar88,,,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,,
matthewhirsch,,,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,,
GabriellaDago,,,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",,,
AdamSinger,,,@VirginAmerica happy to spend the day together. Let's do this!,,,
GabriellaDago,,,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,,,
MarcPerez,,,@VirginAmerica missed my flight. How does standby work?,,,
JayRockerz,,,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,,,
mlbkid162,,,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,,
Hwoodboy24,,,@VirginAmerica thank you! I absolutely will 😎,,,
perMicah,,,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,,,
GabriellaDago,,,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,,,
perMicah,,,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,,,
iamnayr,,,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",,,
gemmabow19,,,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,,,
BFPTravel,,,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,,,
davidhfe,,,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,,,
davidhfe,,,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,,
chet,,,@VirginAmerica add DTW and I'm sold!,,,
TMAnderson10,,,@VirginAmerica How about some free drinks on the flight back for the free promo?,,,
SSal,,,@VirginAmerica @SSal thanks!,,,
SoleXclusive415,,,@VirginAmerica momma I made it! 😁😁😁,,,
SSal,,,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,,
SSal,,,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,,,
SoleXclusive415,,,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,,,
j_payton,,,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",,,
AQR415,,,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,,,
SuuperG,,,@VirginAmerica Thanks!,,,
imacsweb,,,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,,
SuuperG,,,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,,,
El_Nel_81,,,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,,,
zoelle,,,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",,,
FreyaBevan_Fund,,,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",,,
traveldg,,,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",,,
joyabsalon,,,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,,,
adavidson26,,,@VirginAmerica is my new go to airline,,,
FreyaBevan_Fund,,,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",,,
SigmaRue,,,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",,,
MNDNCH,,,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,,,
AArt763,,,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,,,
conorjrogers,,,@VirginAmerica trying to check-in...but looks like your site is down?,,,
bonniecamp,,,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",,,
GaySkiWeek,,,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,,
graveyardtravel,,,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",,,
taygarrett,,,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",,,
jamonholmgren,,,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,,,
BlackFlagShoppe,,,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",,,
c_crubin,,,"@VirginAmerica
wjere is our luggage #so slow at lax",,,
fromtheleftseat,,,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,,,
richeyvicious,,,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",,,
richeyvicious,,,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,,,
taygarrett,,,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",,,
LondonBrushCo,,,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,,,
sapnasparikh,,,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,,,
alexster4324,,,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",,,
beasharif,,,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,,
MajorPaayne,,,@VirginAmerica i would like help with some flights please.,,,
giannilee,,,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,,,
Rgulojr,,,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,,
_kristenicole_,,,@VirginAmerica ok! first time flying with you tonight :),,,
CuteMonsterDad,,,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,,,
chase_f,,,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",,,
danteusa1,,,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",,,
wmrrock,,,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,,,
wmrrock,,,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,,,
mightymeesh,,,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,,,
Matthewbenz,,,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,,,
LondonBrushCo,,,@VirginAmerica delayed to10.30!!,,,
mightymeesh,,,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,,,
0504Traveller,,,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",,,
KarinSLee,,,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,,,
EricLMitchell,,,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,,,
